Internal id,first_name,last_name,full_name,email,phone,City,address,Longitude,Latitude,Annual revenues,Profession,Employer,Employer Reg number,Role,Street Reference,Street nr,Nationality
65-0197607,Zedekiah,Maundrell,Zedekiah Maundrell,zmaundrell9v@ifeng.com,440-391-3228,Deerfield Beach,"1748 Tilford I, Deerfield Beach, Florida",-80.14549,26.31051,397358.05,Community Outreach Specialist,,,Client,1013,1748,United States
16-1952465,Sanderson,Siviour,Sanderson Siviour,ssiviour9w@exblog.jp,952-313-0920,Miami Gardens,"450 Northwest 33rd Court, Miami Gardens, Florida",-80.25519,25.91322,271227.86,Project Manager,,,Client,5489,450,United States
22-3957693,Zaccaria,Szreter,Zaccaria Szreter,zszreter9x@unblog.fr,546-841-5551,Fort Lauderdale,"1865 NW 20th Terrace, Fort Lauderdale, Florida",-80.17064,26.19256,437405.62,Software Consultant,,,Client,2758,1865,United States
13-4489383,Geno,Burel,Geno Burel,gburel9y@aol.com,444-663-9601,Homestead,"1124 SE 19th Avenue, Homestead, Florida",-80.44830,25.46007,87914.58,Health Coach III,,,Client,3408,1124,China
12-4132398,Lemmy,Lindeman,Lemmy Lindeman,llindeman9z@mayoclinic.com,420-855-1608,Kendall,"878 Southwest 108th Place, Kendall, Florida",-80.37080,25.68598,233414.8,Account Coordinator,,,Client,3855,878,France
93-8428418,Bradney,Huxster,Bradney Huxster,bhuxstera0@dyndns.org,952-298-5774,Palmetto Bay,"517 Southwest 163rd Terrace, Palmetto Bay, Florida",-80.33350,25.61861,258203.6,Account Executive,,,Client,5680,517,United States
31-6606604,Hugues,Pelos,Hugues Pelos,hpelosa1@microsoft.com,768-301-4524,Fort Lauderdale,"694 Northeast 55th Street, Fort Lauderdale, Florida",-80.11210,26.19446,172261.83,Research Associate,,,Client,2482,694,United States
96-0567192,Puff,Batchelor,Puff Batchelor,pbatchelora2@slideshare.net,372-774-6333,Miami,"135 Northwest 6th Place, Miami, Florida",-80.20764,25.82680,41163.48,Teacher,,,Client,4793,135,United States
52-4630159,Philip,Esome,Philip Esome,pesomea3@baidu.com,580-808-1033,Fort Lauderdale,"1195 Northeast 7th Terrace, Fort Lauderdale, Florida",-80.13673,26.14952,292423.04,Data Coordiator,,,Client,2515,1195,North Korea
19-3118481,Judah,Bradder,Judah Bradder,jbraddera4@trellian.com,372-933-7672,Kendall,"1936 Southwest 114th Street, Kendall, Florida",-80.34498,25.66393,417073.16,Actuary,,,Client,3918,1936,France
66-2379690,Burgess,Melato,Burgess Melato,bmelatoa5@abc.net.au,629-358-5821,Fort Lauderdale,"1566 South Gordon Road, Fort Lauderdale, Florida",-80.12336,26.12234,52710.86,GIS Technical Architect,,,Client,2814,1566,United States
78-8039337,Lincoln,Parkins,Lincoln Parkins,lparkinsa6@bloglovin.com,763-368-6852,Fort Lauderdale,"1731 Northwest 15th Place, Fort Lauderdale, Florida",-80.15759,26.14644,235877.17,Geologist I,,,Client,2556,1731,China
78-0035746,Percival,Northam,Percival Northam,pnorthama7@nymag.com,773-970-4090,Palmetto Bay,"1707 Southwest 78th Place, Palmetto Bay, Florida",-80.32129,25.64276,59119.05,Health Coach IV,,,Client,5764,1707,France
27-4871685,Gordie,Shalloe,Gordie Shalloe,gshalloea8@answers.com,785-909-8007,Pompano Beach,"602 Southwest 5th Avenue, Pompano Beach, Florida",-80.13308,26.22995,366023.68,General Manager,,,Client,6646,602,France
28-5510147,Arnoldo,Mucci,Arnoldo Mucci,amuccia9@newsvine.com,764-459-1156,Fort Lauderdale,"606 Acacia Court, Fort Lauderdale, Florida",-80.11051,26.11495,391808.52,Research Nurse,,,Client,2158,606,Russia
48-8076539,Neal,Maggi,Neal Maggi,nmaggiaa@bloglovin.com,484-783-0989,Miami Gardens,"802 Northwest 166th Street, Miami Gardens, Florida",-80.21550,25.92647,212995.87,Chief Design Engineer,,,Client,5252,802,United States
92-9477411,Ogdon,Rief,Ogdon Rief,oriefab@imgur.com,364-889-0868,Pompano Beach,"824 Southwest 2nd Way, Pompano Beach, Florida",-80.12810,26.22052,414438.76,Quality Control Specialist,,,Client,6632,824,United States
84-2585620,Dorie,Rieflin,Dorie Rieflin,drieflinac@php.net,659-349-0012,Deerfield Beach,"528 Northwest 51st Court, Deerfield Beach, Florida",-80.12576,26.29412,217561.89,Dental Hygienist,,,Client,736,528,China
85-2411864,Doug,Riddiford,Doug Riddiford,driddifordad@nifty.com,404-197-1746,Miami,"951 Highland Road, Miami, Florida",-80.21269,25.78851,266710.14,Cost Accountant,,,Client,4364,951,United States
27-5156520,Hastings,Orry,Hastings Orry,horryae@mapquest.com,154-972-0815,Homestead,"1480 Southeast 15th Road, Homestead, Florida",-80.45647,25.44402,169922.85,Operator,,,Client,3500,1480,United States
92-9495880,Mata,Tallquist,Mata Tallquist,mtallquistaf@livejournal.com,362-193-7947,Delray Beach,"935 Canal Point South, Delray Beach, Florida",-80.07722,26.42373,160011.99,Database Administrator III,,,Client,1153,935,North Korea
05-6662135,Ian,Crossan,Ian Crossan,icrossanag@taobao.com,336-986-8309,Deerfield Beach,"1415 Southeast 1st Terrace, Deerfield Beach, Florida",-80.10065,26.31099,329807.43,Financial Advisor,,,Client,844,1415,China
23-2983415,Shepard,Hallin,Shepard Hallin,shallinah@cnbc.com,785-446-6391,Fort Lauderdale,"52 Coral Way, Fort Lauderdale, Florida",-80.11837,26.11719,138466.71,Graphic Designer,,,Client,2216,52,France
33-0493697,Berton,Oakton,Berton Oakton,boaktonai@addthis.com,108-670-1306,Delray Beach,"744 Mc Cleary Street, Delray Beach, Florida",-80.06801,26.43879,6070.39,Internal Auditor,,,Client,1426,744,United States
14-5807399,Lezley,Beton,Lezley Beton,lbetonaj@scientificamerican.com,737-476-6228,Homestead,"302 Northeast 9th Place, Homestead, Florida",-80.46805,25.47947,167957.38,Pharmacist,,,Client,3323,302,United States
32-8971825,Claudian,De Santos,Claudian De Santos,cdeak@google.es,604-979-6284,Delray Beach,"1709 Myrtle Way, Delray Beach, Florida",-80.11322,26.47887,320161.98,Analog Circuit Design manager,,,Client,1439,1709,United States
37-5326521,Arnuad,Kik,Arnuad Kik,akikal@woothemes.com,427-870-7011,Palmetto Bay,"1949 Mangrove Boardwalk Trail, Palmetto Bay, Florida",-80.30331,25.61779,288294.87,Software Consultant,,,Client,5600,1949,United States
93-3621971,Marius,Kase,Marius Kase,mkaseam@domainmarket.com,666-236-9525,Miami,"254 Northwest 7th Avcr, Miami, Florida",-80.20721,25.80668,38028.45,Senior Financial Analyst,,,Client,4807,254,Russia
42-5108925,Lothaire,Hadden,Lothaire Hadden,lhaddenan@wired.com,253-819-1051,Homestead,"1346 Northeast 27th Terrace, Homestead, Florida",-80.43669,25.47350,438904.99,Administrative Officer,,,Client,3253,1346,United States
33-4858173,Elton,Grove,Elton Grove,egroveao@constantcontact.com,714-595-3470,Delray Beach,"1392 Northeast 8th Street, Delray Beach, Florida",-80.06893,26.47403,80847.79,Engineer III,,,Client,1492,1392,France
02-6987904,Reese,De Benedictis,Reese De Benedictis,rdeap@narod.ru,853-655-9472,Edgewater,"278 Lake Avenue, Edgewater, Florida",-80.90997,28.98054,252428.11,Recruiting Manager,,,Client,2014,278,United States
72-0634655,Eberhard,Leafe,Eberhard Leafe,eleafeaq@cpanel.net,611-594-0651,Deerfield Beach,"1876 West Bougainvillea Drive, Deerfield Beach, Florida",-80.12221,26.32500,342993.66,Quality Engineer,,,Client,1043,1876,United States
09-6315745,Corbet,Johnes,Corbet Johnes,cjohnesar@mapquest.com,413-418-1235,Miami,"1651 Claughton Island Drive, Miami, Florida",-80.18482,25.76498,409833.22,Health Coach I,,,Client,4304,1651,North Korea
25-6333506,Roi,Smallwood,Roi Smallwood,rsmallwoodas@youku.com,673-621-6703,Kendall,"1143 Southwest 75th Street, Kendall, Florida",-80.37059,25.69863,92091.91,Nuclear Power Engineer,,,Client,4070,1143,Russia
72-9689367,Yulma,Hickeringill,Yulma Hickeringill,yhickeringillat@omniture.com,121-128-4753,Pompano Beach,"1934 East Oaks Drive, Pompano Beach, Florida",-80.17125,26.22918,190951.41,Director of Sales,,,Client,6104,1934,China
53-7394837,Onfre,Belfelt,Onfre Belfelt,obelfeltau@webnode.com,688-585-0854,Delray Beach,"1867 Casita Way, Delray Beach, Florida",-80.10358,26.44925,355987.46,Actuary,,,Client,1164,1867,United States
56-8431354,Raffarty,Dowthwaite,Raffarty Dowthwaite,rdowthwaiteav@craigslist.org,593-685-9087,Fort Lauderdale,"1505 Northwest 25th Terrace, Fort Lauderdale, Florida",-80.17580,26.20797,412052.31,Media Manager IV,,,Client,2624,1505,North Korea
10-0682264,Constantine,Atyeo,Constantine Atyeo,catyeoaw@csmonitor.com,970-767-7541,Delray Beach,"1619 Southwest 12th Terrace, Delray Beach, Florida",-80.08616,26.45009,228282.76,Sales Representative,,,Client,1752,1619,Russia
02-4591486,Son,Dinsmore,Son Dinsmore,sdinsmoreax@storify.com,261-890-6047,Fort Lauderdale,"724 Northeast 14th Terrace, Fort Lauderdale, Florida",-80.12717,26.19132,309845.54,Software Test Engineer III,,,Client,2330,724,United States
84-4271907,Gustav,Borel,Gustav Borel,gborelay@state.tx.us,716-234-7793,Delray Beach,"4 Waterway Lane, Delray Beach, Florida",-80.06129,26.46785,366994.9,Librarian,,,Client,1855,4,United States
41-9378705,Orrin,Jurek,Orrin Jurek,ojurekaz@scribd.com,147-964-8501,Delray Beach,"1665 North Drive, Delray Beach, Florida",-80.10566,26.46818,78772.76,VP Marketing,,,Client,1450,1665,United States
97-2189452,Holly,Naisbit,Holly Naisbit,hnaisbitb0@homestead.com,952-834-1481,Deerfield Beach,"638 Lyndhurst A, Deerfield Beach, Florida",-80.13714,26.30817,64925.18,Teacher,,,Client,498,638,France
42-2801256,Carce,Brandon,Carce Brandon,cbrandonb1@shop-pro.jp,650-167-2465,Deerfield Beach,"1088 Southwest 1st Avenue, Deerfield Beach, Florida",-80.10291,26.31694,380498.92,Recruiter,,,Client,921,1088,United States
71-2031902,Timmie,Crebott,Timmie Crebott,tcrebottb2@cyberchimps.com,105-252-5446,Delray Beach,"1095 Del Harbour Drive, Delray Beach, Florida",-80.06404,26.43798,36447.97,Data Coordiator,,,Client,1218,1095,United States
65-7452793,Roscoe,Killeley,Roscoe Killeley,rkilleleyb3@mit.edu,523-434-9988,Deerfield Beach,"1144 Gardenia Court, Deerfield Beach, Florida",-80.12168,26.32388,153795.47,Web Designer I,,,Client,446,1144,United States
76-0102550,Griz,Crose,Griz Crose,gcroseb4@go.com,897-253-7260,Fort Lauderdale,"805 Northwest 30th Terrace, Fort Lauderdale, Florida",-80.18520,26.15517,107532.6,Administrative Officer,,,Client,2653,805,United States
17-2057013,Herbert,Cinnamond,Herbert Cinnamond,hcinnamondb5@nba.com,565-355-0597,Delray Beach,"35 Dover Road, Delray Beach, Florida",-80.10596,26.44272,428049.1,Media Manager I,,,Client,1232,35,United States
01-8409282,Colet,Haslock(e),Colet Haslock(e),chaslockeb6@oakley.com,180-358-1816,Homestead,"1241 Blaine Drive, Homestead, Florida",-80.47307,25.46475,67077.06,Human Resources Assistant IV,,,Client,3116,1241,United States
13-6267582,Byron,Hutchence,Byron Hutchence,bhutchenceb7@opera.com,454-564-9552,Fort Lauderdale,"1333 North Fort Lauderdale Beach Boulevard, Fort Lauderdale, Florida",-80.10254,26.14255,149287.38,Senior Editor,,,Client,2302,1333,United States
60-9383266,Germayne,Napolione,Germayne Napolione,gnapolioneb8@sfgate.com,659-834-6598,Miami,"1721 Southwest 60th Court, Miami, Florida",-80.29420,25.76611,161898.05,Automation Specialist I,,,Client,5078,1721,United States
52-4662025,Frazier,Giacopelo,Frazier Giacopelo,fgiacopelob9@craigslist.org,964-659-5198,Palmetto Bay,"791 Southwest 82nd Place, Palmetto Bay, Florida",-80.32599,25.60995,135206.04,Data Coordiator,,,Client,5778,791,United States
48-1848342,Nappy,Henken,Nappy Henken,nhenkenba@flickr.com,398-361-6908,Cutler Bay,"1979 Southwest 185th Street, Cutler Bay, Florida",-80.33517,25.59644,366909.14,Product Engineer,,,Client,109,1979,United States
63-6255265,Sanson,Keaysell,Sanson Keaysell,skeaysellbb@telegraph.co.uk,827-988-4539,Cutler Bay,"1495 Southwest 87th Place, Cutler Bay, Florida",-80.33381,25.59779,238545.82,Actuary,,,Client,281,1495,North Korea
81-1124141,Archer,Denison,Archer Denison,adenisonbc@shutterfly.com,687-621-1069,Homestead,"1366 Northeast 20th Street, Homestead, Florida",-80.41866,25.48682,307480.18,Quality Engineer,,,Client,3231,1366,China
13-0192580,Frederich,Considine,Frederich Considine,fconsidinebd@amazon.de,586-621-2501,Fort Lauderdale,"363 Northwest 56th Street, Fort Lauderdale, Florida",-80.18138,26.19523,223997.51,Assistant Professor,,,Client,2703,363,United States
04-6129912,Sal,Chick,Sal Chick,schickbe@booking.com,411-593-0923,Cutler Bay,"13 Southwest 205th Terrace, Cutler Bay, Florida",-80.32180,25.57637,323455.98,Staff Scientist,,,Client,168,13,China
54-9987982,Launce,Luckes,Launce Luckes,lluckesbf@eventbrite.com,131-263-3955,Palmetto Bay,"1787 Southwest 148th Terrace, Palmetto Bay, Florida",-80.31007,25.63295,78201.89,Registered Nurse,,,Client,5640,1787,China
21-2105612,Archibaldo,Colleck,Archibaldo Colleck,acolleckbg@pbs.org,436-391-3804,Deerfield Beach,"432 Ellesmere A, Deerfield Beach, Florida",-80.14105,26.31574,229167.95,Quality Control Specialist,,,Client,424,432,United States
02-6612703,Duffie,Petrushkevich,Duffie Petrushkevich,dpetrushkevichbh@xing.com,653-437-7023,Homestead,"1189 NE 3rd Court, Homestead, Florida",-80.44519,25.47340,384137.85,Editor,,,Client,3172,1189,North Korea
25-2893205,Daryl,Rodenburgh,Daryl Rodenburgh,drodenburghbi@ed.gov,146-584-4196,Homestead,"636 Southeast 6th Road, Homestead, Florida",-80.46857,25.46883,246201.55,Tax Accountant,,,Client,3626,636,North Korea
30-9832295,Dur,Bancroft,Dur Bancroft,dbancroftbj@usnews.com,687-469-3575,Delray Beach,"1366 Southeast 5th Street, Delray Beach, Florida",-80.06790,26.45341,146678.61,Legal Assistant,,,Client,1731,1366,United States
14-2383502,Kristos,Gillespey,Kristos Gillespey,kgillespeybk@dmoz.org,224-791-3652,Fort Lauderdale,"1456 Southwest 33rd Way, Fort Lauderdale, Florida",-80.18984,26.09412,64804.91,Professor,,,Client,3019,1456,United States
05-2355652,Bernarr,Fust,Bernarr Fust,bfustbl@rediff.com,278-638-4478,Delray Beach,"375 Fisher Lane, Delray Beach, Florida",-80.06367,26.46995,119529.68,Computer Systems Analyst I,,,Client,1279,375,United States
66-7650026,Adrian,Costy,Adrian Costy,acostybm@epa.gov,147-288-2793,Palmetto Bay,"1108 163rd Terrace, Palmetto Bay, Florida",-80.33741,25.61818,449747.87,Sales Representative,,,Client,5579,1108,United States
09-2043714,Jedd,Chatterton,Jedd Chatterton,jchattertonbn@bravesites.com,817-161-5404,Deerfield Beach,"824 Northwest 43rd Street, Deerfield Beach, Florida",-80.13938,26.28369,47489.76,Recruiter,,,Client,700,824,United States
80-1695554,Dexter,Beadon,Dexter Beadon,dbeadonbo@wufoo.com,771-881-3365,Kendall,"1437 Southwest 87th Terrace, Kendall, Florida",-80.32994,25.68872,266178.51,Marketing Assistant,,,Client,4140,1437,United States
54-5718844,Myrwyn,Newton,Myrwyn Newton,mnewtonbp@skype.com,828-869-1488,Pompano Beach,"619 Oaks Way, Pompano Beach, Florida",-80.17386,26.22672,36081.4,Human Resources Assistant IV,,,Client,6493,619,Russia
93-8460965,Cchaddie,Tomkins,Cchaddie Tomkins,ctomkinsbq@home.pl,535-715-4320,Deerfield Beach,"308 Cambridge D, Deerfield Beach, Florida",-80.13342,26.31270,262560.28,Human Resources Manager,,,Client,377,308,North Korea
10-5709322,Burlie,Noblet,Burlie Noblet,bnobletbr@printfriendly.com,269-341-1504,Pinecrest,"253 Southwest 88th Street, Pinecrest, Florida",-80.30854,25.68875,187912.53,Budget/Accounting Analyst III,,,Client,6033,253,Russia
48-2641337,Niles,Roland,Niles Roland,nrolandbs@jugem.jp,320-965-3936,Cutler Bay,"303 Southwest 207th Terrace, Cutler Bay, Florida",-80.33108,25.57474,22398.13,Speech Pathologist,,,Client,176,303,Russia
01-4011720,Nicky,Pavis,Nicky Pavis,npavisbt@alibaba.com,117-918-9453,Pompano Beach,"877 Northeast 16th Street, Pompano Beach, Florida",-80.09243,26.25299,248917.12,Help Desk Operator,,,Client,6183,877,United States
39-2745164,Xavier,McFee,Xavier McFee,xmcfeebu@disqus.com,442-204-0170,Pompano Beach,"770 Southwest 13th Court, Pompano Beach, Florida",-80.13969,26.21349,159345.52,Geologist II,,,Client,6603,770,United States
97-4681207,Kendall,D'eathe,Kendall D'eathe,kdeathebv@ft.com,467-574-5419,Cutler Bay,"553 Franjo Road, Cutler Bay, Florida",-80.32995,25.57512,230419.82,VP Product Management,,,Client,39,553,France
55-8619401,Lin,Felgate,Lin Felgate,lfelgatebw@nifty.com,972-672-5183,Pinecrest,"53 Southwest 105th Street, Pinecrest, Florida",-80.28906,25.67333,365426.43,Programmer Analyst I,,,Client,5865,53,United States
95-2702412,Hans,Migheli,Hans Migheli,hmighelibx@ustream.tv,552-797-2196,Miami,"40 Southeast 5th Street, Miami, Florida",-80.19164,25.76877,46402.27,Software Consultant,,,Client,4908,40,United States
56-0221423,Roma,Rimbault,Roma Rimbault,rrimbaultby@uol.com.br,205-157-7750,Palmetto Bay,"862 Southwest 146th Street Circle, Palmetto Bay, Florida",-80.30991,25.63658,443906.84,Engineer III,,,Client,5633,862,United States
34-7039360,Yvor,Bruyet,Yvor Bruyet,ybruyetbz@creativecommons.org,383-775-6052,Homestead,"268 Southeast 17th Avenue, Homestead, Florida",-80.45017,25.45317,408486.57,Accounting Assistant I,,,Client,3509,268,United States
88-9907685,Moshe,MacLure,Moshe MacLure,mmaclurec0@fda.gov,310-597-3190,Edgewater,"707 Edgewater Drive, Edgewater, Florida",-80.89821,28.97464,336578.12,Nuclear Power Engineer,,,Client,1970,707,United States
26-0149731,Osbourn,Duddell,Osbourn Duddell,oduddellc1@typepad.com,940-714-6976,Delray Beach,"1476 Lago Road, Delray Beach, Florida",-80.10188,26.44921,350287.46,Help Desk Technician,,,Client,1367,1476,France
08-2785918,Michel,Thexton,Michel Thexton,mthextonc2@chron.com,391-578-8982,Fort Lauderdale,"302 Northwest 33rd Avenue, Fort Lauderdale, Florida",-80.19241,26.20534,253384.77,Financial Analyst,,,Client,2664,302,China
92-4207205,Cam,Dorgon,Cam Dorgon,cdorgonc3@vimeo.com,926-581-7277,Fort Lauderdale,"1178 Northeast 3rd Street, Fort Lauderdale, Florida",-80.13729,26.12527,426453.59,Geological Engineer,,,Client,2449,1178,United States
76-2291559,Fowler,Goolden,Fowler Goolden,fgooldenc4@webnode.com,911-367-3313,Miami Gardens,"1298 Northwest 159th Drive, Miami Gardens, Florida",-80.21687,25.92301,166816.51,Junior Executive,,,Client,5237,1298,United States
73-8743174,Anthony,Creenan,Anthony Creenan,acreenanc5@squidoo.com,605-354-8800,Pompano Beach,"146 Northeast 26th Court, Pompano Beach, Florida",-80.11307,26.26436,282326.55,Senior Editor,,,Client,6232,146,United States
01-5965218,Georgie,D'Antonio,Georgie D'Antonio,gdantonioc6@ox.ac.uk,760-793-9825,Pompano Beach,"1486 Northwest 22nd Court, Pompano Beach, Florida",-80.14565,26.25846,284294.09,Editor,,,Client,6392,1486,United States
62-2847880,Regan,Twist,Regan Twist,rtwistc7@hubpages.com,653-898-7237,Pompano Beach,"1170 Northwest 17th Avenue, Pompano Beach, Florida",-80.14571,26.23819,67482.87,Compensation Analyst,,,Client,6362,1170,France
95-2249280,Chilton,Heinzler,Chilton Heinzler,cheinzlerc8@howstuffworks.com,500-331-1862,Kendall,"1040 Southwest 89th Terrace, Kendall, Florida",-80.32542,25.68683,204693.4,Analyst Programmer,,,Client,4159,1040,Russia
81-5740575,Cchaddie,Jepps,Cchaddie Jepps,cjeppsc9@behance.net,125-933-9854,Miami Gardens,"1182 Northwest 13th Place, Miami Gardens, Florida",-80.22507,25.95328,419748.6,Operator,,,Client,5214,1182,United States
39-3184548,Arnaldo,Regorz,Arnaldo Regorz,aregorzca@liveinternet.ru,359-553-9939,Pinecrest,"148 Southwest 114th Terrace, Pinecrest, Florida",-80.31010,25.66429,22681.2,Dental Hygienist,,,Client,5889,148,United States
11-6878713,Antony,Borell,Antony Borell,aborellcb@edublogs.org,572-402-7055,Fort Lauderdale,"480 Southwest 11th Street, Fort Lauderdale, Florida",-80.16512,26.10858,300390.11,Human Resources Manager,,,Client,2901,480,North Korea
39-2878656,Silas,Murrigan,Silas Murrigan,smurrigancc@exblog.jp,947-192-7869,Deerfield Beach,"1563 Berkshire East, Deerfield Beach, Florida",-80.13077,26.31108,349702.91,Geological Engineer,,,Client,370,1563,United States
32-9433603,Diarmid,Frays,Diarmid Frays,dfrayscd@barnesandnoble.com,858-276-5642,Deerfield Beach,"1320 Northwest 38th Avenue, Deerfield Beach, Florida",-80.15577,26.32474,403382.87,VP Sales,,,Client,663,1320,United States
